"placeCode","placeName","stateCode","lat","lng","coverImage"
"TINSUKIA","Tinsukia, Assam","ASSAM",27.489464,95.360144,"https://www.holidify.com/images/bgImages/TINSUKIA.jpg"
"TIRAP","Tirap, Arunachal Pradesh","ARUNACHAL-PRADESH",26.9942703,95.5407299,"https://www.holidify.com/images/bgImages/TIRAP.jpg"
"TIRTHAN-VALLEY","Tirthan Valley, Himachal Pradesh","HIMACHAL-PRADESH",31.6931167,77.5337836,"https://www.holidify.com/images/bgImages/TIRTHAN-VALLEY.jpg"
"TIRUCHI","Trichy, Tamil Nadu","TAMIL-NADU",10.7904833,78.7046725,"https://www.holidify.com/images/bgImages/TIRUCHI.jpg"
"TIRUCHIRAPPALLI","Tiruchirappalli","TAMIL-NADU",10.7904833,78.7046725,"https://www.holidify.com/images/bgImages/TIRUCHIRAPPALLI.jpg"
"TIRUNELVELI","Tirunelveli, Tamil Nadu","TAMIL-NADU",8.73,77.7,"https://www.holidify.com/images/bgImages/TIRUNELVELI.jpg"
"TIRUPATI","Tirupati, Andhra Pradesh","ANDHRA-PRADESH",13.6287557,79.4191795,"https://www.holidify.com/images/bgImages/TIRUPATI.jpg"
"TORANMAL","Toranmal, Maharashtra","MAHARASHTRA-GOA",21.8685434,74.4818698,"https://www.holidify.com/images/bgImages/TORANMAL.jpg"
"TRANQUEBAR","Tranquebar, Tamil Nadu","TAMIL-NADU",11.0290373,79.8506815,"https://www.holidify.com/images/bgImages/TRANQUEBAR.jpg"
"TRIVANDRUM","Trivandrum, Kerala","KERALA",8.4926958,77.1175788,"https://www.holidify.com/images/bgImages/TRIVANDRUM.jpg"
"TUENSANG","Tuensang, Nagaland","NAGALAND",26.2357422,94.8131863,"https://www.holidify.com/images/bgImages/TUENSANG.jpg"
"TUMKUR","Tumkur","KARNATAKA",13.34749,77.102173,"https://www.holidify.com/images/bgImages/TUMKUR.jpg"
"TUNGNATH","Tungnath, Uttarakhand","UTTARAKHAND",30.4867395,79.2211476,"https://www.holidify.com/images/bgImages/TUNGNATH.jpg"
"TURA","Tura, Meghalaya","MEGHALAYA",25.5140712,90.2032141,"https://www.holidify.com/images/bgImages/TURA.jpg"
"TUTICORIN","Tuticorin, Tamil Nadu","TAMIL-NADU",8.7641661,78.1348361,"https://www.holidify.com/images/bgImages/TUTICORIN.jpg"
"UDAIPUR","Udaipur, Rajasthan","RAJASTHAN",24.5712699,73.6915439,"https://www.holidify.com/images/bgImages/UDAIPUR.jpg"
"UDAYAGIRI-CAVES","Udayagiri Caves","MADHYA-PRADESH",23.5363,77.7722,"https://www.holidify.com/images/bgImages/UDAYAGIRI-CAVES.jpg"
"UDUPI","Udupi, Karnataka","KARNATAKA",13.33232,74.746048,"https://www.holidify.com/images/bgImages/UDUPI.jpg"
"UJJAIN","Ujjain, Madhya Pradesh","MADHYA-PRADESH",23.1793013,75.7849097,"https://www.holidify.com/images/bgImages/UJJAIN.jpg"
"UNAKOTI","Unakoti, Tripura","TRIPURA",24.3170831,92.0669027,"https://www.holidify.com/images/bgImages/UNAKOTI.jpg"
"UTTARKASHI","Uttarkashi, Uttarakhand","UTTARAKHAND",30.73,78.45,"https://www.holidify.com/images/bgImages/UTTARKASHI.jpg"
"VADODARA","Vadodara, Gujarat","GUJARAT",22.3071588,73.1812187,"https://www.holidify.com/images/bgImages/VADODARA.jpg"
"VAGAMON","Vagamon, Kerala","KERALA",9.6861814,76.9052294,"https://www.holidify.com/images/bgImages/VAGAMON.jpg"
"VAISHALI","Vaishali, Bihar","BIHAR",26.004444,85.080556,"https://www.holidify.com/images/bgImages/VAISHALI.jpg"
"VAISHNO-DEVI","Vaishno Devi, Jammu & Kashmir","JAMMU-AND-KASHMIR",33.0270719,74.9478608,"https://www.holidify.com/images/bgImages/VAISHNO-DEVI.jpg"
"VALLEY-OF-FLOWERS","Valley of Flowers, Uttarakhand","UTTARAKHAND",30.72804,79.605303,"https://www.holidify.com/images/bgImages/VALLEY-OF-FLOWERS.jpg"
"VARANASI","Varanasi, Uttar Pradesh","UTTAR-PRADESH",25.3176452,82.9739144,"https://www.holidify.com/images/bgImages/VARANASI.jpg"
"VARKALA","Varkala, Kerala","KERALA",8.7333,76.7167,"https://www.holidify.com/images/bgImages/VARKALA.jpg"
"VEDANTHANGAL","Vedanthangal, Tamil Nadu","TAMIL-NADU",12.5293336,79.8492812,"https://www.holidify.com/images/bgImages/VEDANTHANGAL.jpg"
"VELANKANNI","Velankanni, Tamil Nadu","TAMIL-NADU",10.6819262,79.8436796,"https://www.holidify.com/images/bgImages/VELANKANNI.jpg"
"VELLORE","Vellore","TAMIL-NADU",12.9165167,79.1324986,"https://www.holidify.com/images/bgImages/VELLORE.jpg"
"VIJAYAWADA","Vijayawada, Andhra Pradesh","ANDHRA-PRADESH",16.5061743,80.6480153,"https://www.holidify.com/images/bgImages/VIJAYAWADA.jpg"
"VIKRAMGAD","Vikramgad, Maharashtra","MAHARASHTRA-GOA",19.7973987,73.0958642,"https://www.holidify.com/images/bgImages/VIKRAMGAD.jpg"
"VINDHYACHAL","Vindhyachal, Uttar Pradesh","UTTAR-PRADESH",25.1577106,82.5036997,"https://www.holidify.com/images/bgImages/VINDHYACHAL.jpg"
"VISAKHAPATNAM","Visakhapatnam, Andhra Pradesh","ANDHRA-PRADESH",17.6868159,83.2184815,"https://www.holidify.com/images/bgImages/VISAKHAPATNAM.jpg"
"VIZIANAGARAM","Vizianagaram, Andhra Pradesh","ANDHRA-PRADESH",18.1066576,83.3955506,"https://www.holidify.com/images/bgImages/VIZIANAGARAM.jpg"
"VRINDAVAN","Vrindavan, Uttar Pradesh","UTTAR-PRADESH",27.58058,77.700607,"https://www.holidify.com/images/bgImages/VRINDAVAN.jpg"
"VYTHIRI","Vythiri, Kerala","KERALA",11.5516594,76.0402621,"https://www.holidify.com/images/bgImages/VYTHIRI.jpg"
"WARANGAL","Warangal, Andhra Pradesh","TELANGANA",18.000055,79.588167,"https://www.holidify.com/images/bgImages/WARANGAL.jpg"
"WAYANAD","Wayanad, Kerala","KERALA",11.7094457,76.095537,"https://www.holidify.com/images/bgImages/WAYANAD.jpg"
"WEST-SIKKIM","West Sikkim, Sikkim","SIKKIM",27.3197716,88.2400333,"https://www.holidify.com/images/bgImages/WEST-SIKKIM.jpg"
"WILLIAMNAGAR","Williamnagar, Meghalaya","MEGHALAYA",25.49546,90.61682,"https://www.holidify.com/images/bgImages/WILLIAMNAGAR.jpg"
"YAMUNOTRI","Yamunotri, Uttarakhand","UTTARAKHAND",30.9968657,78.4616526,"https://www.holidify.com/images/bgImages/YAMUNOTRI.jpg"
"YANAM","Yanam","TAMIL-NADU",16.73991,82.20363,"https://www.holidify.com/images/bgImages/YANAM.jpg"
"YELAGIRI","Yelagiri, Tamil Nadu","TAMIL-NADU",12.578104,78.640737,"https://www.holidify.com/images/bgImages/YELAGIRI.jpg"
"YERCAUD","Yercaud, Tamil Nadu","TAMIL-NADU",11.775251,78.2092576,"https://www.holidify.com/images/bgImages/YERCAUD.jpg"
"YINGKIONG","Yingkiong, Arunachal Pradesh","ARUNACHAL-PRADESH",28.6115606,95.0468584,"https://www.holidify.com/images/bgImages/YINGKIONG.jpg"
"YUPIA","Yupia, Arunachal Pradesh","ARUNACHAL-PRADESH",27.1692,93.7431,"https://www.holidify.com/images/bgImages/YUPIA.jpg"
"ZIRO","Ziro, Arunachal Pradesh","ARUNACHAL-PRADESH",27.546764,93.816774,"https://www.holidify.com/images/bgImages/ZIRO.jpg"
