"placeCode","placeName","stateCode","lat","lng","coverImage"
"HAJO","Hajo, Assam","ASSAM",26.2519311,91.5257042,"https://www.holidify.com/images/bgImages/HAJO.jpg"
"HALDIA","Haldia, West Bengal","WEST-BENGAL",22.03,88.06,"https://www.holidify.com/images/bgImages/HALDIA.jpg"
"HALEBID","Halebidu, Karnataka","KARNATAKA",13.2169444,75.9916667,"https://www.holidify.com/images/bgImages/HALEBID.jpg"
"HAMPI","Hampi, Karnataka","KARNATAKA",15.333333,76.466667,"https://www.holidify.com/images/bgImages/HAMPI.jpg"
"HARIDWAR","Haridwar, Uttarakhand","UTTARAKHAND",29.9456906,78.1642478,"https://www.holidify.com/images/bgImages/HARIDWAR.jpg"
"HARIHARESHWAR","Harihareshwar, Maharashtra","MAHARASHTRA-GOA",17.9937447,73.0257691,"https://www.holidify.com/images/bgImages/HARIHARESHWAR.jpg"
"HARSIL","Harsil, Uttarakhand","UTTARAKHAND",31.0383069,78.7377016,"https://www.holidify.com/images/bgImages/HARSIL.jpg"
"HASSAN","Hassan, Karnataka","KARNATAKA",13.0068142,76.0995519,"https://www.holidify.com/images/bgImages/HASSAN.jpg"
"HASTINAPUR","Hastinapur, Uttar Pradesh","UTTAR-PRADESH",29.1568812,77.9938497,"https://www.holidify.com/images/bgImages/HASTINAPUR.jpg"
"HAZARIBAGH","Hazaribagh, Jharkhand","JHARKHAND",23.9966213,85.3691068,"https://www.holidify.com/images/bgImages/HAZARIBAGH.jpg"
"HEDVI","Hedvi, Maharashtra","MAHARASHTRA-GOA",17.3593734,73.2308239,"https://www.holidify.com/images/bgImages/HEDVI.jpg"
"HEMIS","Hemis, Jammu & Kashmir","JAMMU-AND-KASHMIR",33.9136846,77.710153,"https://www.holidify.com/images/bgImages/HEMIS.jpg"
"HEMKUND-SAHIB","Hemkund Sahib","UTTARAKHAND",30.70136,79.5933522,"https://www.holidify.com/images/bgImages/HEMKUND-SAHIB.jpg"
"HIMMATNAGAR","Himmatnagar","GUJARAT",23.35175,72.95969,"https://www.holidify.com/images/bgImages/HIMMATNAGAR.jpg"
"HOGENAKKAL","Hogenakkal, Tamil Nadu","TAMIL-NADU",12.1183374,77.7781069,"https://www.holidify.com/images/bgImages/HOGENAKKAL.jpg"
"HONNEMARADU","Honnemaradu, Karnataka","KARNATAKA",14.1788901,74.8755663,"https://www.holidify.com/images/bgImages/HONNEMARADU.jpg"
"HORANADU","Horanadu, Karnataka","KARNATAKA",13.267411,75.3441329,"https://www.holidify.com/images/bgImages/HORANADU.jpg"
"HOWRAH","Howrah","WEST-BENGAL",22.5957689,88.2636394,"https://www.holidify.com/images/bgImages/HOWRAH.jpg"
"HYDERABAD","Hyderabad, Andhra Pradesh","TELANGANA",17.385044,78.486671,"https://www.holidify.com/images/bgImages/HYDERABAD.jpg"
"IDUKKI","Idukki, Kerala","KERALA",9.7498324,77.1530879,"https://www.holidify.com/images/bgImages/IDUKKI.jpg"
"IGATPURI","Igatpuri, Maharashtra","MAHARASHTRA-GOA",19.6973156,73.5609361,"https://www.holidify.com/images/bgImages/IGATPURI.jpg"
"IMPHAL","Imphal, Manipur","MANIPUR",24.806299,93.9481969,"https://www.holidify.com/images/bgImages/IMPHAL.jpg"
"INDORE","Indore, Madhya Pradesh","MADHYA-PRADESH",22.7195687,75.8577258,"https://www.holidify.com/images/bgImages/INDORE.jpg"
"ITANAGAR","Itanagar, Arunachal Pradesh","ARUNACHAL-PRADESH",27.0869009,93.6086099,"https://www.holidify.com/images/bgImages/ITANAGAR.jpg"
"JABALPUR","Jabalpur, Madhya Pradesh","MADHYA-PRADESH",23.1667,79.95,"https://www.holidify.com/images/bgImages/JABALPUR.jpg"
"JAGDALPUR","Jagdalpur","CHHATTISGARH",19.08977,82.02153,"https://www.holidify.com/images/bgImages/JAGDALPUR.jpg"
"JAGESHWAR","Jageshwar, Uttarakhand","UTTARAKHAND",29.6128647,79.8464804,"https://www.holidify.com/images/bgImages/JAGESHWAR.jpg"
"JAIPUR","Jaipur, Rajasthan","RAJASTHAN",26.9124165,75.7872879,"https://www.holidify.com/images/bgImages/JAIPUR.jpg"
"JAISALMER","Jaisalmer, Rajasthan","RAJASTHAN",26.9157487,70.9083443,"https://www.holidify.com/images/bgImages/JAISALMER.jpg"
"JALANDHAR","Jalandhar","PUNJAB",31.326,75.5762,"https://www.holidify.com/images/bgImages/JALANDHAR.jpg"
"JALDAPARA-WILDLIFE-SANCTUARY","Jaldapara National Park, West Bengal","WEST-BENGAL",26.5832324,89.3795835,"https://www.holidify.com/images/bgImages/JALDAPARA-WILDLIFE-SANCTUARY.jpg"
"JALDHAKA","Jaldhaka, West Bengal","WEST-BENGAL",26.4699629,89.1467832,"https://www.holidify.com/images/bgImages/JALDHAKA.jpg"
"JALPAIGURI","Jalpaiguri, West Bengal","WEST-BENGAL",26.52,88.73,"https://www.holidify.com/images/bgImages/JALPAIGURI.jpg"
"JAMMU","Jammu, Jammu & Kashmir","JAMMU-AND-KASHMIR",32.7266016,74.8570259,"https://www.holidify.com/images/bgImages/JAMMU.jpg"
"JAMSHEDPUR","Jamshedpur, Jharkhand","JHARKHAND",22.8045665,86.2028754,"https://www.holidify.com/images/bgImages/JAMSHEDPUR.jpg"
"JAWHAR","Jawhar, Maharashtra","MAHARASHTRA-GOA",19.9050038,73.2312946,"https://www.holidify.com/images/bgImages/JAWHAR.jpg"
"JEYPORE","Jeypore, Odisha","ODISHA",18.865278,82.573056,"https://www.holidify.com/images/bgImages/JEYPORE.jpg"
"JHALAWAR","Jhalawar, Rajasthan","RAJASTHAN",24.6,76.15,"https://www.holidify.com/images/bgImages/JHALAWAR.jpg"
"JHANSI","Jhansi","UTTAR-PRADESH",25.4484,78.5685,"https://www.holidify.com/images/bgImages/JHANSI.jpg"
"JHUNJHUNU","Jhunjhunu, Rajasthan","RAJASTHAN",28.13,75.4,"https://www.holidify.com/images/bgImages/JHUNJHUNU.jpg"
"JODHPUR","Jodhpur, Rajasthan","RAJASTHAN",26.2389469,73.0243094,"https://www.holidify.com/images/bgImages/JODHPUR.jpg"
"JOG-FALLS","Jog Falls, Karnataka","KARNATAKA",14.2292076,74.8119639,"https://www.holidify.com/images/bgImages/JOG-FALLS.jpg"
"JORHAT","Jorhat, Assam","ASSAM",26.75602,94.20945,"https://www.holidify.com/images/bgImages/JORHAT.jpg"
"JOSHIMATH","Joshimath, Uttarakhand","UTTARAKHAND",30.5505524,79.5659633,"https://www.holidify.com/images/bgImages/JOSHIMATH.jpg"
"JOWAI","Jowai, Meghalaya","MEGHALAYA",25.45,92.2,"https://www.holidify.com/images/bgImages/JOWAI.jpg"
"JUNAGADH","Junagadh, Gujarat","GUJARAT",21.522184,70.4578768,"https://www.holidify.com/images/bgImages/JUNAGADH.jpg"
"KABINI","Kabini, Karnataka","KARNATAKA",12.1228656,76.6936046,"https://www.holidify.com/images/bgImages/KABINI.jpg"
"KAILASHAHAR","Kailashahar, Tripura","TRIPURA",24.3333,92.0167,"https://www.holidify.com/images/bgImages/KAILASHAHAR.jpg"
"KAKINADA","Kakinada, Andhra Pradesh","ANDHRA-PRADESH",16.951111,82.252778,"https://www.holidify.com/images/bgImages/KAKINADA.jpg"
"KALIMPONG","Kalimpong, West Bengal","WEST-BENGAL",27.06,88.47,"https://www.holidify.com/images/bgImages/KALIMPONG.jpg"
"KALPA","Kalpa, Himachal Pradesh","HIMACHAL-PRADESH",31.5389997,78.2518863,"https://www.holidify.com/images/bgImages/KALPA.jpg"
"KALPETTA","Kalpetta, Kerala","KERALA",11.5833985,76.0661527,"https://www.holidify.com/images/bgImages/KALPETTA.jpg"
"KAMSHET","Kamshet, Maharashtra","MAHARASHTRA-GOA",18.7668236,73.5523271,"https://www.holidify.com/images/bgImages/KAMSHET.jpg"
"KANATAL","Kanatal, Uttarakhand","UTTARAKHAND",30.412054,78.3429,"https://www.holidify.com/images/bgImages/KANATAL.jpg"
"KANCHIPURAM","Kanchipuram, Tamil Nadu","TAMIL-NADU",12.8341735,79.7036402,"https://www.holidify.com/images/bgImages/KANCHIPURAM.jpg"
"KANGRA","Kangra, Himachal Pradesh","HIMACHAL-PRADESH",32.0998031,76.2691006,"https://www.holidify.com/images/bgImages/KANGRA.jpg"
"KANHA-NATIONAL-PARK","Kanha National Park, Madhya Pradesh","MADHYA-PRADESH",22.2982742,80.5882803,"https://www.holidify.com/images/bgImages/KANHA-NATIONAL-PARK.jpg"
"KANNUR","Kannur, Kerala","KERALA",11.8744775,75.3703662,"https://www.holidify.com/images/bgImages/KANNUR.jpg"
"KANPUR","Kanpur","UTTAR-PRADESH",26.4499,80.3319,"https://www.holidify.com/images/bgImages/KANPUR.jpg"
"KANYAKUMARI","Kanyakumari, Tamil Nadu","TAMIL-NADU",8.0883064,77.5384507,"https://www.holidify.com/images/bgImages/KANYAKUMARI.jpg"
"KARGIL","Kargil, Jammu & Kashmir","JAMMU-AND-KASHMIR",34.5569018,76.1377935,"https://www.holidify.com/images/bgImages/KARGIL.jpg"
"KARIMGANJ","Karimganj, Assam","ASSAM",24.87,92.35,"https://www.holidify.com/images/bgImages/KARIMGANJ.jpg"
"KARIMNAGAR","Karimnagar","TELANGANA",18.45926,79.13624,"https://www.holidify.com/images/bgImages/KARIMNAGAR.jpg"
"KARJAT","Karjat, Maharashtra","MAHARASHTRA-GOA",18.9192249,73.3277223,"https://www.holidify.com/images/bgImages/KARJAT.jpg"
"KARKALA","Karkala, Karnataka","KARNATAKA",13.2150997,74.9961799,"https://www.holidify.com/images/bgImages/KARKALA.jpg"
"KARNAL","Karnal","HARYANA",29.6856929,76.9904825,"https://www.holidify.com/images/bgImages/KARNAL.jpg"
"KARNAPRAYAG","Karnaprayag, Uttarakhand","UTTARAKHAND",30.2587203,79.2183275,"https://www.holidify.com/images/bgImages/KARNAPRAYAG.jpg"
"KARWAR","Karwar, Karnataka","KARNATAKA",14.8132769,74.1310684,"https://www.holidify.com/images/bgImages/KARWAR.jpg"
"KASARGOD","Kasargod, Kerala","KERALA",12.4386702,75.201229,"https://www.holidify.com/images/bgImages/KASARGOD.jpg"
"KASAULI","Kasauli, Himachal Pradesh","HIMACHAL-PRADESH",30.8989,76.9647,"https://www.holidify.com/images/bgImages/KASAULI.jpg"
"KASHID","Kashid, Maharashtra","MAHARASHTRA-GOA",18.4376235,72.9091436,"https://www.holidify.com/images/bgImages/KASHID.jpg"
"KASOL","Kasol, Himachal Pradesh","HIMACHAL-PRADESH",32.0099986,77.3149625,"https://www.holidify.com/images/bgImages/KASOL.jpg"
"KATTAPPANA","Kattappana","KERALA",9.66438,77.09747,"https://www.holidify.com/images/bgImages/KATTAPPANA.jpg"
"KAUSANI","Kausani, Uttarakhand","UTTARAKHAND",29.8445269,79.6038842,"https://www.holidify.com/images/bgImages/KAUSANI.jpg"
"KAZA","Kaza, Himachal Pradesh","HIMACHAL-PRADESH",32.2275991,78.0709903,"https://www.holidify.com/images/bgImages/KAZA.jpg"
"KAZIRANGA-NATIONAL-PARK","Kaziranga National Park, Assam","ASSAM",26.6,93.466667,"https://www.holidify.com/images/bgImages/KAZIRANGA-NATIONAL-PARK.jpg"
"KEDARNATH","Kedarnath, Uttarakhand","UTTARAKHAND",30.73,79.07,"https://www.holidify.com/images/bgImages/KEDARNATH.jpg"
"KEMMANAGUNDI","Kemmanagundi, Karnataka","KARNATAKA",13.5677008,75.7943344,"https://www.holidify.com/images/bgImages/KEMMANAGUNDI.jpg"
"KHAJJIAR","Khajjiar, Himachal Pradesh","HIMACHAL-PRADESH",32.5457979,76.0580469,"https://www.holidify.com/images/bgImages/KHAJJIAR.jpg"
"KHAJURAHO","Khajuraho, Madhya Pradesh","MADHYA-PRADESH",24.8318452,79.9198549,"https://www.holidify.com/images/bgImages/KHAJURAHO.jpg"
"KHAMMAM","Khammam, Andhra Pradesh","TELANGANA",17.6350961,80.6326916,"https://www.holidify.com/images/bgImages/KHAMMAM.jpg"
"KHANDALA","Khandala, Maharashtra","MAHARASHTRA-GOA",18.758,73.372,"https://www.holidify.com/images/bgImages/KHANDALA.jpg"
"KHILANMARG","Khilanmarg, Jammu & Kashmir","JAMMU-AND-KASHMIR",34.0478474,74.3558148,"https://www.holidify.com/images/bgImages/KHILANMARG.jpg"
"KHIMSAR","Khimsar, Rajasthan","RAJASTHAN",26.97654,73.398201,"https://www.holidify.com/images/bgImages/KHIMSAR.jpg"
"KHONSA","Khonsa, Arunachal Pradesh","ARUNACHAL-PRADESH",26.9928749,95.501379,"https://www.holidify.com/images/bgImages/KHONSA.jpg"
"KINNAUR","Kinnaur, Himachal Pradesh","HIMACHAL-PRADESH",31.6509576,78.4751945,"https://www.holidify.com/images/bgImages/KINNAUR.jpg"
"KOCHI","Kochi, Kerala","KERALA",9.97,76.28,"https://www.holidify.com/images/bgImages/KOCHI.jpg"
"KODAIKANAL","Kodaikanal, Tamil Nadu","TAMIL-NADU",10.2381136,77.4891822,"https://www.holidify.com/images/bgImages/KODAIKANAL.jpg"
"KODANAD","Kodanad","KERALA",10.12046,76.48333,"https://www.holidify.com/images/bgImages/KODANAD.jpg"
"KOHIMA","Kohima, Nagaland","NAGALAND",25.67035,94.109515,"https://www.holidify.com/images/bgImages/KOHIMA.jpg"
"KOLAD","Kolad, Maharashtra","MAHARASHTRA-GOA",18.4077066,73.2101837,"https://www.holidify.com/images/bgImages/KOLAD.jpg"
"KOLASIB","Kolasib, Mizoram","MIZORAM",24.231111,92.676111,"https://www.holidify.com/images/bgImages/KOLASIB.jpg"
"KOLHAPUR","Kolhapur, Maharashtra","MAHARASHTRA-GOA",16.6913076,74.2448662,"https://www.holidify.com/images/bgImages/KOLHAPUR.jpg"
"KOLKATA","Kolkata, West Bengal","WEST-BENGAL",22.572646,88.363895,"https://www.holidify.com/images/bgImages/KOLKATA.jpg"
"KOLLAM","Kollam, Kerala","KERALA",8.8932118,76.6141396,"https://www.holidify.com/images/bgImages/KOLLAM.jpg"
"KONARK","Konark, Orissa","ODISHA",19.8920686,86.091184,"https://www.holidify.com/images/bgImages/KONARK.jpg"
"KOTA","Kota, Rajasthan","RAJASTHAN",25.2138156,75.8647527,"https://www.holidify.com/images/bgImages/KOTA.jpg"
"KOTAGIRI","Kotagiri, Karnataka","KARNATAKA",11.4142991,76.8663307,"https://www.holidify.com/images/bgImages/KOTAGIRI.jpg"
"KOTTAYAM","Kottayam, Kerala","KERALA",9.5915668,76.5221531,"https://www.holidify.com/images/bgImages/KOTTAYAM.jpg"
"KOVALAM","Kovalam, Kerala","KERALA",8.400721,76.978137,"https://www.holidify.com/images/bgImages/KOVALAM.jpg"
"KOZHIKODE","Kozhikode, Kerala","KERALA",11.2587531,75.78041,"https://www.holidify.com/images/bgImages/KOZHIKODE.jpg"
"KUDREMUKH","Kudremukh, Karnataka","KARNATAKA",13.1413316,75.2537397,"https://www.holidify.com/images/bgImages/KUDREMUKH.jpg"
"KUFRI","Kufri, Himachal Pradesh","HIMACHAL-PRADESH",31.0978583,77.2678137,"https://www.holidify.com/images/bgImages/KUFRI.jpg"
"KUKKE-SUBRAMANYA","Kukke Subramanya, Karnataka","KARNATAKA",12.7012147,75.5997578,"https://www.holidify.com/images/bgImages/KUKKE-SUBRAMANYA.jpg"
"KULLU","Kullu, Himachal Pradesh","HIMACHAL-PRADESH",31.957851,77.1094597,"https://www.holidify.com/images/bgImages/KULLU.jpg"
"KUMAON","Kumaon, Uttarakhand","UTTARAKHAND",29.2793505,79.4703885,"https://www.holidify.com/images/bgImages/KUMAON.jpg"
"KUMARAKOM","Kumarakom, Kerala","KERALA",9.6441722,76.5189064,"https://www.holidify.com/images/bgImages/KUMARAKOM.jpg"
"KUMBAKONAM","Kumbakonam, Tamil Nadu","TAMIL-NADU",10.9616945,79.3881132,"https://www.holidify.com/images/bgImages/KUMBAKONAM.jpg"
"KUMBHALGARH","Kumbhalgarh, Rajasthan","RAJASTHAN",25.1495495,73.583705,"https://www.holidify.com/images/bgImages/KUMBHALGARH.jpg"
"KUMILY","Kumily, Kerala","KERALA",9.6583156,77.1181046,"https://www.holidify.com/images/bgImages/KUMILY.jpg"
"KUMTA","Kumta, Karnataka","KARNATAKA",14.4275482,74.4190929,"https://www.holidify.com/images/bgImages/KUMTA.jpg"
"KUNDAPUR","Kundapur, Karnataka","KARNATAKA",13.6271213,74.6898085,"https://www.holidify.com/images/bgImages/KUNDAPUR.jpg"
"KURNOOL","Kurnool, Andhra Pradesh","ANDHRA-PRADESH",15.8281257,78.0372792,"https://www.holidify.com/images/bgImages/KURNOOL.jpg"
"KURSEONG","Kurseong, West Bengal","WEST-BENGAL",26.880013,88.278318,"https://www.holidify.com/images/bgImages/KURSEONG.jpg"
"KURUKSHETRA","Kurukshetra, Haryana","HARYANA",30,76.75,"https://www.holidify.com/images/bgImages/KURUKSHETRA.jpg"
"KURUMBALAKOTTA","Kurumbalakotta","KERALA",10.54433,76.13641,"https://www.holidify.com/images/bgImages/KURUMBALAKOTTA.jpg"
"KUSHINAGAR","Kushinagar","UTTAR-PRADESH",26.74489,83.88991,"https://www.holidify.com/images/bgImages/KUSHINAGAR.jpg"
"KUTCH","Kutch, Gujarat","GUJARAT",23.7337326,69.8597406,"https://www.holidify.com/images/bgImages/KUTCH.jpg"
"KUTRALLAM","Kutralam (Courtallam), Tamil Nadu","TAMIL-NADU",8.9052778,77.3034299,"https://www.holidify.com/images/bgImages/KUTRALLAM.jpg"
"LADAKH","Leh Ladakh, Jammu &amp; Kashmir","JAMMU-AND-KASHMIR",34,78,"https://www.holidify.com/images/bgImages/LADAKH.jpg"
"LAKSHADWEEP-ISLANDS","Lakshadweep","UNION-TERRITORY",10.0765997,73.6399809,"https://www.holidify.com/images/bgImages/LAKSHADWEEP-ISLANDS.jpg"
"LAMAYURU","Lamayuru, Jammu & Kashmir","JAMMU-AND-KASHMIR",34.2832931,76.7733263,"https://www.holidify.com/images/bgImages/LAMAYURU.jpg"
"LANSDOWNE","Lansdowne, Uttarakhand","UTTARAKHAND",29.8377457,78.6871069,"https://www.holidify.com/images/bgImages/LANSDOWNE.jpg"
"LATAGURI","Lataguri, West Bengal","WEST-BENGAL",26.706283,88.766085,"https://www.holidify.com/images/bgImages/LATAGURI.jpg"
"LATUR","Latur","MAHARASHTRA-GOA",18.4087934,76.5603828,"https://www.holidify.com/images/bgImages/LATUR.jpg"
"LAVASA","Lavasa, Maharashtra","MAHARASHTRA-GOA",18.4076557,73.5074517,"https://www.holidify.com/images/bgImages/LAVASA.jpg"
"LEPAKSHI","Lepakshi, Andhra Pradesh","ANDHRA-PRADESH",13.81,77.6,"https://www.holidify.com/images/bgImages/LEPAKSHI.jpg"
"LILABARI","Lilabari, Assam","ASSAM",27.2883408,94.0920909,"https://www.holidify.com/images/bgImages/LILABARI.jpg"
"LOLEGAON","Lolegaon, West Bengal","WEST-BENGAL",27.020642,88.5649874,"https://www.holidify.com/images/bgImages/LOLEGAON.jpg"
"LONAR","Lonar, Maharashtra","MAHARASHTRA-GOA",19.976681,76.524036,"https://www.holidify.com/images/bgImages/LONAR.jpg"
"LONAVALA","Lonavala, Maharashtra","MAHARASHTRA-GOA",18.74749,73.403442,"https://www.holidify.com/images/bgImages/LONAVALA.jpg"
"LONI","Loni","UTTAR-PRADESH",28.74715,77.28958,"https://www.holidify.com/images/bgImages/LONI.jpg"
"LUCKNOW","Lucknow, Uttar Pradesh","UTTAR-PRADESH",26.8465108,80.9466832,"https://www.holidify.com/images/bgImages/LUCKNOW.jpg"
"LUDHIANA","Ludhiana, Punjab","PUNJAB",30.900965,75.8572758,"https://www.holidify.com/images/bgImages/LUDHIANA.jpg"
"LUNGLEI","Lunglei, Mizoram","MIZORAM",22.909806,92.7526,"https://www.holidify.com/images/bgImages/LUNGLEI.jpg"
"MACHELIPATNAM","Machilipatnam, Andhra Pradesh","ANDHRA-PRADESH",16.17,81.13,"https://www.holidify.com/images/bgImages/MACHELIPATNAM.jpg"
"MADHUBANI","Madhubani, Bihar","BIHAR",26.3468544,86.0715474,"https://www.holidify.com/images/bgImages/MADHUBANI.jpg"
"MADHYAMAHESHWAR","Madhyamaheshwar, Uttarakhand","UTTARAKHAND",30.628385,79.212606,"https://www.holidify.com/images/bgImages/MADHYAMAHESHWAR.jpg"
"MADIKERI","Madikeri, Karnataka","KARNATAKA",12.4244205,75.7381856,"https://www.holidify.com/images/bgImages/MADIKERI.jpg"
"MADUMALAI","Mudumalai National Park, Tamil Nadu","TAMIL-NADU",11.5833,76.55,"https://www.holidify.com/images/bgImages/MADUMALAI.jpg"
"MADURAI","Madurai, Tamil Nadu","TAMIL-NADU",9.9252007,78.1197754,"https://www.holidify.com/images/bgImages/MADURAI.jpg"
"MAHABALESHWAR","Mahabaleshwar, Maharashtra","MAHARASHTRA-GOA",17.92164,73.655632,"https://www.holidify.com/images/bgImages/MAHABALESHWAR.jpg"
"MAHABALIPURAM","Mahabalipuram, Tamil Nadu","TAMIL-NADU",12.626927,80.1927109,"https://www.holidify.com/images/bgImages/MAHABALIPURAM.jpg"
"MAHESHWAR","Maheshwar, Madhya Pradesh","MADHYA-PRADESH",22.1772853,75.5829782,"https://www.holidify.com/images/bgImages/MAHESHWAR.jpg"
"MAJULI","Majuli, Assam","ASSAM",26.947665,94.173756,"https://www.holidify.com/images/bgImages/MAJULI.jpg"
"MALAMPUZHA","Malampuzha, Kerala","KERALA",10.8670324,76.6842652,"https://www.holidify.com/images/bgImages/MALAMPUZHA.jpg"
"MALAPPURAM","Malappuram, Kerala","KERALA",11.0667,76.0667,"https://www.holidify.com/images/bgImages/MALAPPURAM.jpg"
"MALDA","Malda, West Bengal","WEST-BENGAL",25.0108408,88.1410967,"https://www.holidify.com/images/bgImages/MALDA.jpg"
"MALSHEJ-GHAT","Malshej Ghat, Maharashtra","MAHARASHTRA-GOA",19.3400131,73.7903847,"https://www.holidify.com/images/bgImages/MALSHEJ-GHAT.jpg"
"MALVAN","Malvan, Maharashtra","MAHARASHTRA-GOA",16.056535,73.468752,"https://www.holidify.com/images/bgImages/MALVAN.jpg"
"MAMIT","Mamit, Mizoram","MIZORAM",23.9294441,92.4905707,"https://www.holidify.com/images/bgImages/MAMIT.jpg"
"MANALI","Manali, Himachal Pradesh","HIMACHAL-PRADESH",32.2396325,77.1887145,"https://www.holidify.com/images/bgImages/MANALI.jpg"
"MANANTHAVADY","Mananthavady","KERALA",11.77151,76.06035,"https://www.holidify.com/images/bgImages/MANANTHAVADY.jpg"
"MANAS-NATIONAL-PARK","Manas National Park, Assam","ASSAM",26.7459935,91.0203224,"https://www.holidify.com/images/bgImages/MANAS-NATIONAL-PARK.jpg"
"MANDAWA","Mandawa, Rajasthan","RAJASTHAN",28.05,75.15,"https://www.holidify.com/images/bgImages/MANDAWA.jpg"
"MANDI","Mandi, Himachal Pradesh","HIMACHAL-PRADESH",31.7081655,76.9313675,"https://www.holidify.com/images/bgImages/MANDI.jpg"
"MANDU","Mandu, Madhya Pradesh","MADHYA-PRADESH",22.348832,75.3963682,"https://www.holidify.com/images/bgImages/MANDU.jpg"
"MANGALORE","Mangalore, Karnataka","KARNATAKA",12.9141417,74.8559568,"https://www.holidify.com/images/bgImages/MANGALORE.jpg"
"MANIKARAN-SAHIB","Manikaran Sahib, Himachal Pradesh","HIMACHAL-PRADESH",32.027871,77.348042,"https://www.holidify.com/images/bgImages/MANIKARAN-SAHIB.jpg"
"MANNARKKAD","Mannarkkad","KERALA",11.04966,76.52856,"https://www.holidify.com/images/bgImages/MANNARKKAD.jpg"
"MANORI","Manori, Maharashtra","MAHARASHTRA-GOA",19.21,72.79,"https://www.holidify.com/images/bgImages/MANORI.jpg"
"MANTRALAYAM","Mantralayam, Andhra Pradesh","ANDHRA-PRADESH",15.941667,77.428056,"https://www.holidify.com/images/bgImages/MANTRALAYAM.jpg"
"MARAVANTHE","Maravanthe, Karnataka","KARNATAKA",13.726664,74.652529,"https://www.holidify.com/images/bgImages/MARAVANTHE.jpg"
"MARIGAON","Morigaon, Assam","ASSAM",26.2528853,92.336955,"https://www.holidify.com/images/bgImages/MARIGAON.jpg"
"MASHOBRA","Mashobra, Himachal Pradesh","HIMACHAL-PRADESH",31.1296226,77.2283453,"https://www.holidify.com/images/bgImages/MASHOBRA.jpg"
"MATHERAN","Matheran, Maharashtra","MAHARASHTRA-GOA",18.9886587,73.271179,"https://www.holidify.com/images/bgImages/MATHERAN.jpg"
"MATHURA","Mathura, Uttar Pradesh","UTTAR-PRADESH",27.4924134,77.673673,"https://www.holidify.com/images/bgImages/MATHURA.jpg"
"MAWSYNRAM","Mawsynram, Meghalaya","MEGHALAYA",25.2975363,91.5826356,"https://www.holidify.com/images/bgImages/MAWSYNRAM.jpg"
"MAYAPUR","Mayapur, West Bengal","WEST-BENGAL",23.4609982,88.4476565,"https://www.holidify.com/images/bgImages/MAYAPUR.jpg"
"MCLEODGANJ","Mcleodganj, Himachal Pradesh","HIMACHAL-PRADESH",32.2616629,76.3067954,"https://www.holidify.com/images/bgImages/MCLEODGANJ.jpg"
"MEERUT","Meerut","UTTAR-PRADESH",28.9844618,77.7064137,"https://www.holidify.com/images/bgImages/MEERUT.jpg"
"MIDNAPORE","Midnapore, West Bengal","WEST-BENGAL",22.4080376,87.3810727,"https://www.holidify.com/images/bgImages/MIDNAPORE.jpg"
"MIRIK","Mirik, West Bengal","WEST-BENGAL",26.885483,88.187256,"https://www.holidify.com/images/bgImages/MIRIK.jpg"
"MOKOKCHUNG","Mokokchung, Nagaland","NAGALAND",26.318609,94.512108,"https://www.holidify.com/images/bgImages/MOKOKCHUNG.jpg"
"MON","Mon, Nagaland","NAGALAND",26.722668,95.032764,"https://www.holidify.com/images/bgImages/MON.jpg"
"MOUNT-ABU","Mount Abu, Rajasthan","RAJASTHAN",24.5925,72.7155556,"https://www.holidify.com/images/bgImages/MOUNT-ABU.jpg"
"MUKTESHWAR","Mukteshwar, Uttarakhand","UTTARAKHAND",29.4604149,79.6558242,"https://www.holidify.com/images/bgImages/MUKTESHWAR.jpg"
"MUKUTMANIPUR","Mukutmanipur, West Bengal","WEST-BENGAL",22.949581,86.804652,"https://www.holidify.com/images/bgImages/MUKUTMANIPUR.jpg"
"MUMBAI","Mumbai, Maharashtra","MAHARASHTRA-GOA",19.0759837,72.8776559,"https://www.holidify.com/images/bgImages/MUMBAI.jpg"
"MUNDAKAYAM","Mundakayam","KERALA",9.55745,76.88716,"https://www.holidify.com/images/bgImages/MUNDAKAYAM.jpg"
"MUNNAR","Munnar, Kerala","KERALA",10.0889333,77.0595248,"https://www.holidify.com/images/bgImages/MUNNAR.jpg"
"MUNSIYARI","Munsiyari, Uttarakhand","UTTARAKHAND",30.0674,80.2386,"https://www.holidify.com/images/bgImages/MUNSIYARI.jpg"
"MURSHIDABAD","Murshidabad, West Bengal","WEST-BENGAL",24.18,88.27,"https://www.holidify.com/images/bgImages/MURSHIDABAD.jpg"
"MURUD-JANJIRA","Murud Janjira, Maharashtra","MAHARASHTRA-GOA",18.2999942,72.964511,"https://www.holidify.com/images/bgImages/MURUD-JANJIRA.jpg"
"MURUDESHWAR","Murudeshwar, Karnataka","KARNATAKA",14.0938889,74.4905556,"https://www.holidify.com/images/bgImages/MURUDESHWAR.jpg"
"MUSSOORIE","Mussoorie, Uttarakhand","UTTARAKHAND",30.4553391,78.0740462,"https://www.holidify.com/images/bgImages/MUSSOORIE.jpg"
"MUTHANGA-WILDLIFE-SANCTUARY","Muthanga Wildlife Sanctuary, Kerala","KERALA",11.6690787,76.3695167,"https://www.holidify.com/images/bgImages/MUTHANGA-WILDLIFE-SANCTUARY.jpg"
"MUZAFFARNAGAR","Muzaffarnagar","UTTAR-PRADESH",29.4726817,77.7085091,"https://www.holidify.com/images/bgImages/MUZAFFARNAGAR.jpg"
